canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration
Franz Liszt,Venezia e Napoli,train,2011,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.midi,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.wav,328.064575781
Franz Liszt,"Venezia e Napoli, S. 162",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.wav,990.913806094
Franz Liszt,"Venezia e Napoli, S.162 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.midi,2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.wav,1033.23481078
Franz Liszt,"Études d'exécution transcendante, No. 10 in F Minor, S.139/10",test,2017,2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.midi,2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.wav,267.455954417
Franz Liszt,"Études d'exécution transcendante, No. 12, ""Chasse-Neige"" S.139/12",validation,2017,2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.midi,2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.wav,270.732647762
Franz Liszt,"Études d'exécution transcendante, No. 4, ""Mazeppa"" S.139/4",train,2017,2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.midi,2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.wav,394.658322575
Franz Liszt,"Études d'exécution transcendante, No. 5, ""Feux follets"" S.139/5",train,2017,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.wav,212.663487858
Franz Schubert,"""Der Mueller und der Bach""",validation,2009,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.wav,336.379204219
Franz Schubert,"""Erlkoenig""",test,2009,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.wav,274.736637656
Franz Schubert,"""Gretchen am Spinnrade""",test,2009,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.midi,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.wav,236.42070375
Franz Schubert,"Fantasia in C Major, ""Wanderer"", D. 760",test,2017,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.midi,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.wav,1204.94174533
Franz Schubert,Impromptu Op. 142 No. 1 F Minor,train,2008,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.midi,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.wav,584.943325313
Franz Schubert,Impromptu Op. 142 No. 1 in F Minor,train,2008,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.midi,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.wav,635.781949688
Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D. 935",train,2017,2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi,2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.wav,578.621096367
Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D935",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.wav,574.096648125
Franz Schubert,"Impromptu Op. 142 No. 1, in F Minor, D935",train,2011,2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi,2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.wav,537.582261562
Franz Schubert,Impromptu Op. 142 No. 3 in B-flat Major,train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.wav,474.560155781
Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D. 935",train,2017,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.midi,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.wav,551.678920692
Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D935",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.wav,634.483874063
Franz Schubert,"Impromptu Op. 142 No. 3, in B-Flat Major, D935",train,2011,2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.midi,2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.wav,523.286068594
Franz Schubert,"Impromptu Op. 142 No. 4 in F Minor, D. 935",test,2017,2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.midi,2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.wav,376.731059992
Franz Schubert,"Impromptu Op. 142 No. 4, in F Minor, D935",test,2011,2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.midi,2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.wav,329.194382344
Franz Schubert,Impromptu Op. 90 No. 1,train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.wav,566.467115156
Franz Schubert,Impromptu Op. 90 No. 1 in C Minor,train,2008,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.wav,532.502138437
Franz Schubert,"Impromptu Op. 90 No. 1 in C Minor, D. 899",train,2017,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.midi,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.wav,559.081662196
Franz Schubert,"Impromptu Op. 90 No. 1, in C Minor, D899",train,2011,2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.midi,2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.wav,566.914497188
Franz Schubert,Impromptu Op. 90 No. 2,train,2008,2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.wav,223.212917812
Franz Schubert,Impromptu Op. 90 No. 2 E-flat Major,train,2008,2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.wav,264.608442656
Franz Schubert,Impromptu Op. 90 No. 2 in E-flat Major,train,2008,2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.midi,2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.wav,274.862171719
Franz Schubert,"Impromptu Op. 90 No. 2 in E-flat Major, D. 899",train,2017,2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.midi,2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.wav,287.37038675
Franz Schubert,"Impromptu Op. 90 No. 2 in E-flat Major, D899",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.wav,267.370192031
Franz Schubert,Impromptu Op. 90 No. 3 in G-flat,train,2008,2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi,2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.wav,300.25611
Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,train,2008,2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.midi,2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.wav,365.193277969
Franz Schubert,"Impromptu Op. 90 No. 3 in G-flat Major, D. 899",train,2017,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.midi,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.wav,366.462947912
Franz Schubert,"Impromptu Op. 90 No. 3 in G-flat Major, D899",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.midi,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.wav,357.281961094
Franz Schubert,"Impromptu Op. 90 No. 3, in G-flat Major, D899",train,2011,2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi,2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.wav,320.318857031
Franz Schubert,Impromptu Op. 90 No. 4 in A-flat Major,test,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.midi,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.wav,354.151041667
Franz Schubert,"Impromptu Op. 90, No. 3, in G-flat Major, D899",train,2011,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.midi,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.wav,307.356797344
Franz Schubert,"Impromptu Op.142 No.3, in B-Flat Major, D935",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.midi,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.wav,445.906338281
Franz Schubert,Impromptus Op. 90,train,2018,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.wav,644.389045781
Franz Schubert,"Impromptus Op. 90, No. 3",train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.wav,340.525040821
Franz Schubert,Moment Musical Op. 94 No. 1 in C Major,validation,2015,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.midi,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.wav,351.030208333
Franz Schubert,"Moment Musical Op. 94 No. 4 in C-sharp Minor, D780",test,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.wav,414.592267031
Franz Schubert,"Moment Musical Op. 94 No. 4, in C-sharp Minor, D780",test,2011,2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi,2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.wav,320.264102813
Franz Schubert,"Moment Musicaux in F Minor, Op. 94 No. 3",validation,2008,2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.midi,2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.wav,106.156410937
Franz Schubert,Son. in Bb D.960,train,2006,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_01_Track01_wav.wav,849.484994531
Franz Schubert,Son. in Bb D.961,train,2006,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_02_Track02_wav.wav,590.496204375
Franz Schubert,Son. in Bb D.962,train,2006,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_03_Track03_wav.wav,719.690786719
Franz Schubert,Sonata in A D959,train,2006,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_01_Track01_wav.wav,670.895429531
Franz Schubert,Sonata in A D960,train,2006,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.wav,427.673183437
Franz Schubert,Sonata in A D961,train,2006,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_03_Track03_wav.wav,844.489005937
Franz Schubert,Sonata in A D962,train,2006,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.wav,648.601114219
Franz Schubert,"Sonata in A Major, D. 664 (Complete)",test,2017,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.wav,903.514803525
Franz Schubert,"Sonata in A Major, D. 664, I. Allegro moderato",test,2017,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.wav,342.161784937
Franz Schubert,"Sonata in A Major, D. 959 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.wav,2341.60689984
Franz Schubert,"Sonata in A Major, D959",train,2018,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.wav,2244.51297984
Franz Schubert,"Sonata in A Major, Op. 120, I. Allegro moderato",test,2013,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.wav,339.792662344
Franz Schubert,Sonata in A Min.,train,2006,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.wav,569.863212188
Franz Schubert,"Sonata in A Minor, D. 537, I. Allegro ma non troppo",test,2017,2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.wav,308.591436612
Franz Schubert,"Sonata in A Minor, D. 845",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.wav,463.744194375
Franz Schubert,"Sonata in A Minor, D. 846",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.wav,398.837742187
Franz Schubert,"Sonata in A Minor, D. 847",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.wav,280.387005938
Franz Schubert,"Sonata in A Minor, D. 848",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.wav,293.561405156
Franz Schubert,"Sonata in A Minor, D784",test,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.wav,1371.54510281
Franz Schubert,"Sonata in A Minor, D845",train,2018,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.wav,1846.46449969
Franz Schubert,Sonata in B-flat Major D. 960,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.wav,908.675640469
Franz Schubert,Sonata in B-flat Major D. 961,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.wav,635.457430781
Franz Schubert,Sonata in B-flat Major D. 962,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.wav,216.3032025
Franz Schubert,Sonata in B-flat Major D. 963,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.wav,434.902075781
Franz Schubert,"Sonata in B-flat Major, D. 960 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.wav,2213.10943219
Franz Schubert,"Sonata in B-flat Major, D. 961",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.wav,672.761079375
Franz Schubert,"Sonata in B-flat Major, D. 962",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.wav,220.921253438
Franz Schubert,"Sonata in B-flat Major, D. 963",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.wav,515.92897125
Franz Schubert,"Sonata in B-flat Major, D960",train,2004,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.wav,595.733285317
Franz Schubert,"Sonata in C  Minor, D. 959",train,2009,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.wav,488.363560781
Franz Schubert,"Sonata in C  Minor, D. 961",train,2009,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.wav,521.642106562
Franz Schubert,"Sonata in C Major, D840",test,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_01_WAV.wav,704.256774375
Franz Schubert,"Sonata in C Major, D841",test,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.wav,540.345346406
Franz Schubert,"Sonata in C Major, D842",validation,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.wav,312.578480156
Franz Schubert,"Sonata in C Major, D843",test,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.wav,529.414534688
Franz Schubert,"Sonata in C Minor, D. 958",train,2009,2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.wav,493.521141094
Franz Schubert,"Sonata in C Minor, D. 960",train,2009,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.wav,166.621094063
Franz Schubert,"Sonata in C Minor, D958",train,2004,2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_01_Track01_wav.wav,692.722315437
Franz Schubert,"Sonata in C major, D. 840 (Complete)",test,2014,2014/MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_20_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_20_R2_2014_wav.wav,1579.19446781
Franz Schubert,"Sonata in D Major, D. 850 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_10_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_10_R2_2014_wav.wav,1974.04316484
Franz Schubert,"Sonata in D Major, D850",train,2004,2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.wav,440.98053671
Franz Schubert,Sonata in G Major D894,train,2018,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_18_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert10-12_MID--AUDIO_18_R2_2018_wav.wav,1990.15425984
Franz Schubert,"Sonata in G Major, D 894",train,2004,2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_02_Track02_wav.wav,417.901544965
Franz Schubert,"Sonata in G Major, D. 894",train,2009,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_01_WAV.wav,774.434321719
Franz Schubert,"Sonata in G Major, D. 895",train,2009,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_02_WAV.wav,410.555145
